"Book ID / ISBN","Author","Title","Category","Price (฿)"
"026111","Miller, Lynden B.","Parks, Plants, and People: Beautifying the Urban Landscape / Miller, Lynden B. ","Art/Design","390"
"047589","Milner, Frank","Monet/ Milner, Frank","Art/Design","350"
"025789","Minogue, Dannii","Dannii: My Style / Minogue, Dannii","Art/Design","240"
"047590","Moorhouse, Mr. Paul ","Dali/Moorhouse, Mr. Paul ","Art/Design","350"
"034385","More, Hilary","Creative Papercrafts / More, Hilary","Art/Design","240"
"017937","Mun-Lee, Lin","Splendors of the New National Palace Museum: The ""Old is New"" NPM Guidebook / Mun-Lee, Lin","Art/Design","240"
"045232","Murdoch Books ","Practical Guide to Paving, A / Murdoch Books ","Art/Design","90"
"017995","Muse, Vance","Northern New England (Smithsonian Guides to Historic America) / Muse, Vance","Art/Design","240"
"047097","Nakajo, Hisaya ","Hana-Kimi/Nakajo, Hisaya ","Art/Design","120"
"032864","Nichols, Richard","Exotic Cars / Nichols, Richard","Art/Design","220"
"041161","Nickl, Han","New Hospital, The / Nickl, Han","Art/Design","890"
"046667","Niesewand, Nonie; Guild, Tricia","Tricia Guild's Painted Country / Niesewand, Nonie; Guild, Tricia","Art/Design","890"
"042881","Ogburn, Steven ","Blade: King of Graffiti / Ogburn, Steven ","Art/Design","590"
"047198","Okazaki, Manami","Kimono Now/ Okazaki, Manami","Art/Design","790"
"041453","Pantone","Pastels And Neons Chips (Coated And Uncoated) / Pantone","Art/Design","1500"
"039880","Patterson, James","Max Ride: First Flight / Patterson, James","Art/Design","350"
"026100","Paul, Delia","Living Mekong, The / Paul, Delia","Art/Design","490"
"036403","Peck, Denise","Handcrafted Metal Findings: 30 Creative Jewelry Components / Peck, Denise","Art/Design","390"
"038500","Perrone, Lisbeth","Handmade Baby Clothes / Perrone, Lisbeth","Art/Design","190"
"017925","Phillips, Betty Lou","French Connection, The / Phillips, Betty Lou","Art/Design","450"
"041425","Phillipson, Carol","Patchwork & Stitchery / Phillipson, Carol","Art/Design","290"
"034300","Pyman, Kit","Made to Treasure Embroideries for All Occasions / Pyman, Kit","Art/Design","190"
"046547","Richter, Peter-Cornell","Georgia O'Keeffe and Alfred Stieglitz / Richter, Peter-Cornell","Art/Design","290"
"026122","Ricky Wong Collection","Ambiance / Ricky Wong Collection","Art/Design","390"
"017936","Roberts, Morgan J.","Classical Deities and Heroes (Myths of the World)","Art/Design","190"
"046546","Robinson, Michale","Arts and Crafts: Masterpieces of Art / Robinson, Michale","Art/Design","350"
"047017","Roney, Carley","The Knot Book of Wedding Gowns/ Roney, Carley","Art/Design","350"
"017916","Rossi, Jasmine","Wild Shores Of Patagonia: The Valdes Peninsula & Punta Tombo / Roberts, Morgan J.","Art/Design","690"
"027167","Rush, Elizabeth","Still Lifes from a Vanishing City: essays and photographs from Yangon by Elizabeth Rush / Rush, Elizabeth","Art/Design","1200"
"047108","Ryde, Roo","Children's Rooms/Ryde, Roo","Art/Design","190"
"037256","Savill, Julie","101 Ideas For Upstairs Bedroom, Bathroom / Savill, Julie","Art/Design","150"
"026116","Scaglione, Pino","Italian High Design & High Technology / Scaglione, Pino","Art/Design","390"
"017980","Sebrell, William H.","Food And Nutrition / Sebrell, William H.","Art/Design","190"
"026113","Sharoff, Robert","American City: St. Louis Architecture: Three Centuries of Design (American City Series) / Sharoff, Robert","Art/Design","390"
"037258","Skyhorse Publishing","Whimsical Designs: Coloring for Artists (Creative Stress Relieving Adult Coloring Book Series) / Skyhorse Publishing","Art/Design","190"
"037494","Smart, Ted","New Hampshire: A Picture Book to Remember Her by / Smart, Ted","Art/Design","150"
"038501","Sorenson, Veronica","Modern Lace Designs / Sorenson, Veronica","Art/Design","190"
"025971","Sousa, Jörge de","La Memoire Lithographique. 200 Ans D'images / Sousa, Jörge de","Art/Design","490"
"041424","Souter, Gillian","120 Celebration Cross Stitch Cards / Souter, Gillian","Art/Design","290"
"043910","Stephenson, Jonathan ","Materials and Techniques of Painting, The / Stephenson, Jonathan ","Art/Design","290"
"025998","Stierlin, Henri","Cités du désert -L'art antique au Proche-Orient: Pétra, Palmyre, Hatra / Stierlin, Henri","Art/Design","590"
"046432","Swarovski, Nadja ","Swarovski : Fashion, Performance, Jewelry and Design / Swarovski, Nadja ","Art/Design","1500"
"041507","Tamaki,  Jillian ","SuperMutant Magic Academy / Tamaki,  Jillian ","Art/Design","390"
"026464","Teissig, Karel","Les Techniques du dessin / Teissig, Karel","Art/Design","490"
"046658","Thames & Hudson","Hip Hotels/ Thames & Hudson","Art/Design","290"
"046803","Thomson, D.C.","Sixty Years Beano and Dandy History of Fun / Thomson, D.C.","Art/Design","270"
"046808","Thomson, D.C.","Sixty Years Beano and Dandy History of Fun / Thomson, D.C.","Art/Design","270"
"047111","Usborne","50 Things to Make and Do /Usborne","Art/Design","190"
"025707","Wan, Gok","How To Dress / Wan, Gok","Art/Design","190"
"033956","Wan, Gok","Work Your Wardrobe: Gok's Gorgeous Guide to Style that Lasts / Wan, Gok","Art/Design","290"
"037255","Wan, Gok","Work Your Wardrobe: Gok's Gorgeous Guide to Style that Lasts / Wan, Gok","Art/Design","270"
"047554","Warren ,William","Thai Style 3rd Edition / Warren ,William","Art/Design","690"
"046343","Watts, Lynda","Making Your Own Cards / Watts, Lynda","Art/Design","290"
"017993","Wiencek, Henry","Southern New England (Smithsonian Guides to Historic America) / Wiencek, Henry","Art/Design","290"
"046587","Wilbur, Claire","Southeast Asia Textiles / Wilbur, Claire","Art/Design","990"
"037252","Windsor, Edward","Crown and Country : Royal London / Windsor, Edward","Art/Design","240"
"037248","Ypma, Herbert","Hip Hotels Atlas / Ypma, Herbert","Art/Design","290"
"042935"," Barr, Michael D.","Lee Kuan Yew / Barr, Michael D.","Asia","290"
"042013"," Cotterill, Colin","Disco for the Departed / Cotterill, Colin","Asia","190"
"047458"," Min, Anchee","Red azalea/ Min, Anchee","Asia","170"
"047181"," Saw Myat Yin","CULTURESHOCK! MYANMAR: A SURVIVAL GUIDE/ Saw Myat Yin","Asia","170"
"005451","Adirex, Paul","Until the Karma Ends -- A Plot to Destroy Burma / Adirex, Paul","Asia","150"
"029832","Adirex, Paul","Until the karma ends: A plot to destroy Burma / Adirex, Paul","Asia","120"
"038237","Ahmed, Iftekhar","Vanshing Traces: Vernacular Housing Of The Chittagong Hill Tracts / Ahmed, Iftekhar","Asia","290"
"037064","Ai, Pun","49 Lahu Stories / Ai, Pun","Asia","290"
"022292","Aikman, Anthony","Jim Tully / Aikman, Anthony","Asia","150"
"020421","Albertsen, Ken","Lali's Passage / Albertsen, Ken","Asia","150"
"020426","Albertsen, Ken","Lali's Passage / Albertsen, Ken","Asia","150"
"035030","Albertsen, Ken","Lali's Passage / Albertsen, Ken","Asia","150"
"033017","Allen, Charles","Plain Tales from the Raj / Allen, Charles","Asia","190"
"023856","Anderson, Liz","Under Running Laughter / Anderson, Liz","Asia","290"
"028819","Atwood, Margaret","New Beginnings / Atwood, Margaret","Asia","150"
"028276","Ayres, David M.","Anatomy of a Crisis: Education, Development and the State in Cambodia, 1953-1998 / Ayres, David M.","Asia","290"
"036942","Bai, Xiao","Game Point (Contemporary Writers From Shanghai) / Bai, Xiao","Asia","190"
"019887","Bailey, Steven K","Exploring Hong Kong: A Visitor's Guide To Hong Kong Island, Kowloon, And The New Territories / Bailey, Steven K","Asia","290"
"019898","Bailey, Steven K.","Strolling in Macau: A Visitor's Guide to Macau, Taipa, and Coloane / Bailey, Steven K.","Asia","290"
"019895","Bailey, Steven K.","Strolling in Macau: A Visitor's Guide to Macau, Taipa, and Coloane / Bailey, Steven K. ","Asia","290"
"047135","Baker","Nam/Baker, Mark ","Asia","190"
"028858","Balázs, Bela","Cloak Of Dreams: Chinese Fairy Tales, The / Balázs, Bela","Asia","290"
"005981","Baldwin, R F","Seven Years In Asia / Baldwin, R F","Asia","240"
"017749","Baldwin, R F","Seven Years In Asia / Baldwin, R F","Asia","220"
"005582","Barlas, Robert","Culture Shock!: Sri Lanka / Barlas, Robert","Asia","150"
"005248","Barrett, Dean","Dragon Slayer: Three Novellas / Barrett, Dean","Asia","190"
"019670","Barrett, Dean","Murder in China Red: A Chinaman Mystery / Barrett, Dean","Asia","190"
"042693","Barrett, Dean ","Murder in China Red / Barrett, Dean ","Asia","190"
"029453","Bastian, Adolf","A Journey in Cambodia and Cochin China 1864 / Bastian, Adolf","Asia","450"
"028409","Beers, Susan-Jane","Jamu: The Ancient Art of Herbal Healing / Beers, Susan-Jane","Asia","190"
"023607","Beers, Susan-Jane","Jamu: The Ancient Indonesian Art of Herbal Healing / Bastian, Adolf","Asia","190"
"039363","Bekaert, Jacques","Combodia Diary / Bekaert, Jacques","Asia","390"
"046675","Bekaert, Jacques","Tales of Divided Nation : 1983-1986 / Bekaert, Jacques","Asia","390"
"033939","Benedict Rogers","Than Shwe: Unmasking Burma's Tyrant / Benedict Rogers","Asia","240"
"006046","Berlow, Alan","Dead Season: A Story of Murder and Revenge / Berlow, Alan","Asia","150"
"005364","Bernard, Trisha","With the Kama Sutra Under My Arm: An Indian Journey / Bernard, Trisha","Asia","240"
"047206","Beyrer, Chris","War in the Blood: Sex, Politics and AIDS in Southeast Asia/ Beyrer, Chris","Asia","270"
"026585","Biggs, David","Quagmire / Biggs, David","Asia","150"
"028367","Biggs, David","Quagmire / Biggs, David","Asia","190"
"029459","Binh, Nong Quoc","Cultural Revival and the Peoples of Ta Van Commune, Sa Pa, Northern Vietnam / Binh, Nong Quoc","Asia","390"
"036914","Bisco, Barbara M.","Tiger with a Human Soul / Bisco, Barbara M.","Asia","240"
"005515","Blair, Thomas E.","Sexualiry In Southeast Asia And China : Emerging Lssues / Blair, Thomas E.","Asia","240"
"042083","Bonella, Kathryn","Hotel K / Bonella, Kathryn","Asia","190"
"043945","Boo, Katherine ","Behind the Beautiful Forevers / Boo, Katherine ","Asia","220"
"023597","Brazil, David","No Money, No Honey! A Candid Look at Sex-for-Sale in Singapore / ","Asia","120"
"034742","Breazeale, Kennon","Breaking New Ground in Lao History: Essays on the Seventh to Twentieth Centuries / Breazeale, Kennon ","Asia","350"
"013677","Briggs, Paul","Heart, Soul, Fire / Briggs, Paul","Asia","220"
"020936","Broman, Barry","Myanmar: The Land and Its People / Broman, Barry","Asia","390"
"040581","Broman, Barry","Myanmar: The Land And Its People / Broman, Barry","Asia","290"
"019909","Brouwer, Andy","To Cambodia with Love: A Travel Guide for the Connoisseur (To Asia with Love) / Brouwer, Andy","Asia","490"
"019910","Brouwer, Andy","To Cambodia with Love: A Travel Guide for the Connoisseur (To Asia with Love) / Brouwer, Andy","Asia","490"
"019883","Brown, Janet","Almost Home: The Asian Search of a Geographic Trollop / Brown, Janet","Asia","290"
"019884","Brown, Janet","Almost Home: The Asian Search of a Geographic Trollop / Brown, Janet ","Asia","290"
"034661","Brown, Janet","Almost Home: The Asian Search of a Geographic Trollop / Brown, Janet ","Asia","290"
"019893","Brown, Janet","The Prince, the Demon King, and the Monkey Warrior / Brown, Janet","Asia","290"
"019894","Brown, Janet","The Prince, the Demon King, and the Monkey Warrior / Brown, Janet ","Asia","290"
"005273","Brown, Liam D'Arcy","Green Dragon, Sombre Warrior: Travels to China's Extremes / Brown, Liam D'Arcy ","Asia","190"
"043200","Brown, Louise","Sex Slaves / Brown, Louise","Asia","190"
"043201","Brown, Louise","Sex Slaves / Brown, Louise","Asia","190"
"042947","Brown, Louise ","Sex Slaves / Brown, Louise ","Asia","240"
"019878","Brubaker, David R.","Liberace's Filipino Cousin / Brubaker, David R.","Asia","290"
"019879","Brubaker, David R.","Liberace's Filipino Cousin / Brubaker, David R.","Asia","290"
"037065","Brunsaxel, R. H.","Burmese Puppetry / Brunsaxel, R. H.","Asia","490"
"005590","Burns, Robert","Doing Business in Asia / Burns, Robert","Asia","220"
"034913","Buruma, Ian","Bad Elements: Chinese Rebels from Los Angeles to beijing. / Buruma, Ian","Asia","190"
"005449","Cao Ky, Nguyen","Buddha's Child: My Fight to Save Vietnam / Cao Ky, Nguyen","Asia","270"
"043644","Carter, Anne ","Bewitched by Burma / Carter, Anne ","Asia","240"
"043645","Carter, Anne ","Bewitched by Burma / Carter, Anne ","Asia","240"
"019870","Chandler, David","A History of Cambodia Second Edition / Chandler, David","Asia","290"
"019872","Chandler, David","A History of Cambodia Second Edition / Chandler, David","Asia","290"
"039461","Chandler, David","Facing The Cambodian Past / Chandler, David","Asia","290"
"044984","Chandler, David","Facing The Cambodian Past / Chandler, David","Asia","290"
"029178","Chandler, David","Facing The Cambodian Past. Selected Essays 1971-1994. / Chandler, David","Asia","240"
"015817","Chandler, David","Facing the Cambodian Past: Selected Essays, 1971-1994 / Chandler, David","Asia","290"
"045424","Chandler, David","History of Cambodia, A / Chandler, David","Asia","220"
"045851","Chandler, David","Voice from S-21: Terror and History in Pol Pot's Secret Prison / Chandler, David","Asia","240"
"039462","Chandler, David","Voices From S-21 / Chandler, David / Chandler, David","Asia","240"
"020618","Chandler, David P.","Dictionary of South and Southeast Asian Art / Chandler, David P.","Asia","150"
